epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,1631.11,0.92199,1.18751,0.15613,0.477,1.323,0.9996,0.98413,0.985,0.72102,0.98908,0.97354,0.97116,0.81617,0.97872,0.73731,0.1177,0.37572,1.44095,0.0011882,0.0011882,0.0011882
84,1653.32,0.9339,1.24893,0.15739,0.48314,1.33489,0.99961,0.98413,0.985,0.72547,0.98912,0.97354,0.97057,0.80378,0.9744,0.72109,0.11886,0.37411,1.43226,0.0011783,0.0011783,0.0011783
85,1675.46,0.91552,1.15992,0.15694,0.4646,1.31408,0.99967,0.98413,0.985,0.7237,0.99429,0.97884,0.97301,0.80993,0.99975,0.73605,0.11361,0.37919,1.4622,0.0011684,0.0011684,0.0011684
86,1697.57,0.93579,1.11035,0.15338,0.48188,1.33064,0.99965,0.98413,0.985,0.72476,0.99427,0.97884,0.97269,0.82743,0.97169,0.71962,0.11293,0.37953,1.43432,0.0011585,0.0011585,0.0011585
87,1720.51,0.92853,1.19434,0.15503,0.47451,1.32802,0.99966,0.98413,0.985,0.73099,0.98899,0.97354,0.97089,0.81181,0.9525,0.72031,0.11133,0.35737,1.41232,0.0011486,0.0011486,0.0011486
88,1742.81,0.9251,1.13826,0.15508,0.4737,1.31903,0.99965,0.98413,0.985,0.73216,0.99428,0.97884,0.97038,0.80389,0.95337,0.7134,0.11434,0.35526,1.40762,0.0011387,0.0011387,0.0011387
89,1764.9,0.92087,1.11894,0.15274,0.491,1.31743,0.99966,0.98413,0.985,0.73099,0.99428,0.97884,0.97097,0.78518,0.94201,0.75618,0.1132,0.3663,1.41172,0.0011288,0.0011288,0.0011288
90,1786.84,0.92955,1.19036,0.15323,0.48388,1.32126,0.99963,0.98413,0.985,0.73748,0.99426,0.97884,0.97231,0.79359,0.9319,0.74508,0.10808,0.35345,1.39287,0.0011189,0.0011189,0.0011189
91,1809.52,0.93479,1.12153,0.14792,0.48302,1.34434,0.99964,0.98413,0.985,0.73132,0.99427,0.97884,0.97371,0.82121,0.95774,0.72762,0.11154,0.35972,1.39956,0.001109,0.001109,0.001109
92,1832.33,0.91404,1.14231,0.15319,0.48221,1.30587,0.99962,0.98413,0.985,0.73442,0.99425,0.97884,0.97226,0.83253,0.9702,0.72748,0.10891,0.35458,1.41966,0.0010991,0.0010991,0.0010991
93,1855.86,0.92271,1.10454,0.152,0.47574,1.31427,0.99966,0.98413,0.985,0.72371,0.99428,0.97884,0.97151,0.81185,0.9426,0.70931,0.11419,0.34139,1.39797,0.0010892,0.0010892,0.0010892
94,1878.33,0.91515,1.14833,0.15211,0.48338,1.31223,0.99964,0.98413,0.985,0.73367,0.99427,0.97884,0.97204,0.83025,0.9411,0.70115,0.11451,0.34893,1.40282,0.0010793,0.0010793,0.0010793
95,1900.66,0.91269,1.10866,0.15314,0.47072,1.31242,0.99965,0.98413,0.985,0.72947,0.99427,0.97884,0.97441,0.81078,0.96754,0.69773,0.11277,0.35527,1.42774,0.0010694,0.0010694,0.0010694
96,1923.07,0.89808,1.11912,0.15428,0.46105,1.28959,0.99966,0.98413,0.985,0.72676,0.99428,0.97884,0.97296,0.81633,0.9529,0.70466,0.11031,0.33372,1.41481,0.0010595,0.0010595,0.0010595
97,1945.18,0.89691,1.08091,0.15156,0.46445,1.30242,0.99967,0.98413,0.985,0.72518,0.9943,0.97884,0.97355,0.79811,0.95085,0.72157,0.11392,0.35219,1.40925,0.0010496,0.0010496,0.0010496
98,1967.23,0.89453,1.03177,0.14798,0.45629,1.30586,0.99965,0.98413,0.985,0.73362,0.99428,0.97884,0.97161,0.80221,0.92153,0.72527,0.11599,0.33121,1.38643,0.0010397,0.0010397,0.0010397
99,1989.56,0.90626,1.12494,0.14692,0.45316,1.31639,0.99969,0.98413,0.985,0.73942,0.99431,0.97884,0.97382,0.81834,0.93428,0.69222,0.11304,0.36322,1.39368,0.0010298,0.0010298,0.0010298
100,2011.73,0.88712,1.10758,0.15045,0.45173,1.29843,0.99965,0.98413,0.985,0.73592,0.99427,0.97884,0.97478,0.80399,0.93849,0.71907,0.10973,0.34681,1.39151,0.0010199,0.0010199,0.0010199
101,2034.19,0.90704,1.12201,0.14637,0.46861,1.30034,0.99967,0.98413,0.985,0.74025,0.99429,0.97884,0.97306,0.79954,0.96023,0.74293,0.10978,0.3434,1.41887,0.00101,0.00101,0.00101
102,2056.82,0.89494,1.13676,0.15196,0.45486,1.29498,0.99966,0.98413,0.985,0.73638,0.99428,0.97884,0.97339,0.81292,0.94214,0.70665,0.10946,0.34913,1.40088,0.0010001,0.0010001,0.0010001
103,2079.01,0.87143,1.04414,0.14822,0.44135,1.28147,0.99963,0.98413,0.985,0.74074,0.98895,0.97354,0.97159,0.8117,0.93079,0.71532,0.10795,0.33865,1.39336,0.0009902,0.0009902,0.0009902
104,2101.13,0.89541,1.05252,0.1458,0.46037,1.30808,0.99963,0.98413,0.985,0.73374,0.98912,0.97354,0.97311,0.79781,0.96262,0.70271,0.10993,0.34328,1.4353,0.0009803,0.0009803,0.0009803
105,2123.4,0.8843,1.03144,0.14681,0.44846,1.28631,0.99967,0.98413,0.985,0.72756,0.98912,0.97354,0.97186,0.81181,0.9486,0.69406,0.11302,0.35369,1.4021,0.0009704,0.0009704,0.0009704
106,2145.52,0.87698,0.98504,0.14343,0.45823,1.29376,0.99965,0.98413,0.985,0.73174,0.99428,0.97884,0.97473,0.8205,0.97924,0.68438,0.1113,0.35815,1.43233,0.0009605,0.0009605,0.0009605
107,2167.41,0.86913,1.02935,0.1475,0.44946,1.29477,0.99968,0.98413,0.985,0.72734,0.9943,0.97884,0.97371,0.82192,0.95207,0.65404,0.10448,0.35425,1.41575,0.0009506,0.0009506,0.0009506
108,2190.98,0.87757,1.11538,0.14444,0.45628,1.29824,0.99965,0.98413,0.985,0.72831,0.99428,0.97884,0.9728,0.8198,0.96223,0.68014,0.1073,0.34958,1.42452,0.0009407,0.0009407,0.0009407
109,2213.53,0.87574,0.99417,0.14299,0.4573,1.28344,0.99962,0.98413,0.985,0.73791,0.99425,0.97884,0.97409,0.8343,0.92819,0.66648,0.10918,0.34788,1.39162,0.0009308,0.0009308,0.0009308
110,2235.68,0.87686,1.02715,0.14447,0.45044,1.28814,0.99958,0.98413,0.985,0.72517,0.9942,0.97884,0.97247,0.81001,0.95161,0.69648,0.10941,0.35145,1.43337,0.0009209,0.0009209,0.0009209
111,2258,0.86541,0.99714,0.1435,0.45764,1.28325,0.99955,0.98413,0.985,0.72874,0.99418,0.97884,0.97113,0.81259,0.95552,0.67272,0.10545,0.34984,1.40641,0.000911,0.000911,0.000911
112,2280.08,0.85563,0.97619,0.1447,0.44,1.28235,0.99965,0.98413,0.985,0.74148,0.99427,0.97884,0.9728,0.81368,0.9326,0.68352,0.10803,0.33666,1.39554,0.0009011,0.0009011,0.0009011
113,2299.12,0.87755,0.92193,0.14405,0.44993,1.2888,0.99964,0.98413,0.985,0.73324,0.99427,0.97884,0.97199,0.82754,0.94302,0.66967,0.10372,0.33968,1.4255,0.0008912,0.0008912,0.0008912
114,2312.61,0.87431,0.96024,0.14326,0.45465,1.2831,0.99966,0.98413,0.985,0.72929,0.99428,0.97884,0.97043,0.79776,0.94228,0.7027,0.10523,0.33717,1.42413,0.0008813,0.0008813,0.0008813
115,2326.15,0.8573,0.99423,0.14124,0.43892,1.27091,0.99965,0.98413,0.985,0.73934,0.99427,0.97884,0.97258,0.8137,0.94859,0.70051,0.10487,0.34788,1.42071,0.0008714,0.0008714,0.0008714
116,2340.46,0.83062,1.00195,0.14022,0.43901,1.25695,0.99965,0.98413,0.985,0.74299,0.99427,0.97884,0.97258,0.8221,0.93768,0.66112,0.10379,0.33503,1.39767,0.0008615,0.0008615,0.0008615
117,2353.89,0.86466,1.05871,0.13857,0.4447,1.2809,0.99963,0.98413,0.985,0.73993,0.99425,0.97884,0.97226,0.81623,0.93596,0.68448,0.09663,0.34458,1.43046,0.0008516,0.0008516,0.0008516
118,2367.36,0.8524,1.01034,0.14032,0.42886,1.26162,0.9996,0.98413,0.985,0.74195,0.99423,0.97884,0.97371,0.81227,0.92674,0.68153,0.10332,0.33389,1.40954,0.0008417,0.0008417,0.0008417
119,2380.56,0.83086,0.92549,0.14071,0.44109,1.26419,0.99962,0.98413,0.985,0.72585,0.99425,0.97884,0.97392,0.82328,0.97257,0.66127,0.10684,0.35404,1.45444,0.0008318,0.0008318,0.0008318
120,2393.89,0.84329,0.9165,0.1387,0.42673,1.25513,0.99967,0.98413,0.985,0.72836,0.9943,0.97884,0.9721,0.81868,0.95135,0.67769,0.09992,0.34386,1.42687,0.0008219,0.0008219,0.0008219
121,2407.67,0.83714,0.93401,0.13978,0.42492,1.2629,0.99961,0.98413,0.985,0.73544,0.98886,0.97354,0.97343,0.83231,0.94156,0.66033,0.10066,0.33042,1.42946,0.000812,0.000812,0.000812
122,2421.11,0.85613,1.04321,0.14264,0.44713,1.27539,0.99943,0.98413,0.985,0.74656,0.99406,0.97884,0.97355,0.82262,0.92627,0.66742,0.10304,0.34065,1.40182,0.0008021,0.0008021,0.0008021
123,2435.68,0.83038,0.94736,0.14119,0.43184,1.25535,0.99952,0.98413,0.985,0.73691,0.99415,0.97884,0.97306,0.83426,0.93218,0.66183,0.10198,0.33204,1.41427,0.0007922,0.0007922,0.0007922
124,2449.37,0.84849,0.95023,0.14316,0.42885,1.26314,0.99949,0.98413,0.985,0.73692,0.98875,0.97354,0.97131,0.83241,0.94038,0.63282,0.10638,0.33009,1.42374,0.0007823,0.0007823,0.0007823
125,2463.04,0.81788,0.92096,0.13992,0.42588,1.24352,0.99953,0.98413,0.985,0.72718,0.9888,0.97354,0.9723,0.8399,0.95268,0.62765,0.10516,0.32927,1.42943,0.0007724,0.0007724,0.0007724
126,2476.4,0.85697,0.89905,0.13746,0.43636,1.27088,0.99936,0.98413,0.985,0.73272,0.99398,0.97884,0.97355,0.82615,0.95607,0.66022,0.09934,0.3487,1.44985,0.0007625,0.0007625,0.0007625
127,2489.49,0.8295,0.8715,0.13884,0.42334,1.25604,0.99956,0.98413,0.985,0.73546,0.99419,0.97884,0.97387,0.84037,0.93526,0.65319,0.10202,0.32877,1.41449,0.0007526,0.0007526,0.0007526
128,2504.84,0.84899,0.89607,0.1386,0.42092,1.26781,0.99952,0.98413,0.985,0.73691,0.99415,0.97884,0.97183,0.83604,0.95459,0.63798,0.10532,0.33603,1.43269,0.0007427,0.0007427,0.0007427
129,2518.24,0.87244,0.93391,0.1361,0.44427,1.28641,0.99963,0.98413,0.985,0.7255,0.99426,0.97884,0.97355,0.81744,0.95326,0.67452,0.10198,0.33461,1.43593,0.0007328,0.0007328,0.0007328
130,2531.57,0.81983,0.91256,0.13692,0.41889,1.24794,0.99966,0.98413,0.985,0.74685,0.99429,0.97884,0.9728,0.83283,0.93747,0.64684,0.09767,0.328,1.41579,0.0007229,0.0007229,0.0007229
131,2545.75,0.84745,0.88047,0.13784,0.42792,1.26277,0.99964,0.98413,0.985,0.73815,0.99426,0.97884,0.97183,0.8364,0.93461,0.64299,0.10154,0.32847,1.42908,0.000713,0.000713,0.000713
132,2559.27,0.84757,0.92943,0.13652,0.42441,1.25445,0.99966,0.98413,0.985,0.7351,0.98891,0.97354,0.97325,0.84557,0.93553,0.6421,0.10279,0.33461,1.42276,0.0007031,0.0007031,0.0007031
133,2573.1,0.82235,0.82543,0.13462,0.42447,1.24768,0.99963,0.98413,0.985,0.72712,0.99426,0.97884,0.9721,0.83504,0.98691,0.63691,0.09906,0.3359,1.47256,0.0006932,0.0006932,0.0006932
134,2586.71,0.82752,0.84547,0.13746,0.41751,1.25533,0.99964,0.98413,0.985,0.73108,0.99426,0.97884,0.97102,0.83702,0.94424,0.61809,0.10358,0.33141,1.427,0.0006833,0.0006833,0.0006833
135,2601.08,0.82567,0.84869,0.1371,0.4166,1.24794,0.99962,0.98413,0.985,0.73696,0.99425,0.97884,0.97376,0.8404,0.94014,0.63181,0.1023,0.3349,1.42871,0.0006734,0.0006734,0.0006734
136,2614.76,0.81447,0.85265,0.13552,0.42645,1.25236,0.99963,0.98413,0.985,0.73134,0.99426,0.97884,0.97151,0.83742,0.94901,0.6537,0.1043,0.33549,1.44238,0.0006635,0.0006635,0.0006635
137,2628.45,0.81426,0.88968,0.13366,0.42551,1.24492,0.99953,0.98413,0.985,0.73081,0.99415,0.97884,0.97349,0.85479,0.95774,0.62151,0.10186,0.34501,1.44673,0.0006536,0.0006536,0.0006536
138,2641.7,0.81626,0.89581,0.13652,0.40989,1.24733,0.99957,0.98413,0.985,0.7328,0.9942,0.97884,0.97118,0.83987,0.95918,0.62603,0.09976,0.33352,1.44356,0.0006437,0.0006437,0.0006437
139,2655.29,0.80627,0.90343,0.13574,0.41758,1.23864,0.99964,0.98413,0.985,0.73929,0.99427,0.97884,0.97091,0.82981,0.94069,0.63229,0.1007,0.33274,1.4252,0.0006338,0.0006338,0.0006338
140,2668.85,0.79681,0.86061,0.13214,0.40944,1.22755,0.99954,0.98413,0.985,0.73358,0.99417,0.97884,0.97118,0.83281,0.94273,0.62664,0.10199,0.32753,1.42913,0.0006239,0.0006239,0.0006239
141,2682.6,0.80652,0.8787,0.13527,0.40424,1.23313,0.9996,0.98413,0.985,0.7343,0.99423,0.97884,0.97285,0.83087,0.95914,0.62487,0.09674,0.32727,1.44785,0.000614,0.000614,0.000614
142,2695.7,0.79226,0.83793,0.13194,0.41257,1.2282,0.99967,0.98413,0.985,0.72421,0.99429,0.97884,0.97231,0.83731,0.97005,0.60931,0.10031,0.33917,1.45959,0.0006041,0.0006041,0.0006041
143,2709.13,0.79687,0.85674,0.12949,0.4201,1.24413,0.99964,0.98413,0.985,0.71616,0.99427,0.97884,0.97048,0.8349,0.9872,0.61415,0.09746,0.32517,1.47923,0.0005942,0.0005942,0.0005942
144,2722.61,0.78738,0.8571,0.13394,0.40617,1.22613,0.99964,0.98413,0.985,0.73635,0.99426,0.97884,0.97183,0.83121,0.94558,0.63995,0.10009,0.33918,1.44605,0.0005843,0.0005843,0.0005843
145,2736.09,0.80475,0.88507,0.13151,0.40828,1.24036,0.9996,0.98413,0.985,0.73022,0.99422,0.97884,0.9729,0.83467,0.95292,0.61591,0.10473,0.32933,1.44761,0.0005744,0.0005744,0.0005744
146,2750.2,0.76449,0.81716,0.13348,0.40175,1.21734,0.99958,0.98413,0.985,0.73761,0.9942,0.97884,0.97376,0.84088,0.92515,0.60318,0.09961,0.33142,1.4249,0.0005645,0.0005645,0.0005645
147,2763.28,0.79055,0.84445,0.13134,0.4053,1.2267,0.99959,0.98413,0.985,0.71034,0.99422,0.97884,0.97215,0.84516,1.00694,0.63132,0.09733,0.34014,1.50245,0.0005546,0.0005546,0.0005546
148,2776.73,0.81893,0.84902,0.12941,0.41866,1.24251,0.99955,0.98413,0.985,0.72971,0.99418,0.97884,0.97414,0.84491,0.94678,0.65894,0.09875,0.33068,1.44358,0.0005447,0.0005447,0.0005447
149,2793.16,0.80509,0.90898,0.12932,0.41324,1.22904,0.99956,0.98413,0.985,0.7348,0.99419,0.97884,0.9729,0.84661,0.95246,0.61141,0.09877,0.3249,1.43865,0.0005348,0.0005348,0.0005348
150,2808.49,0.79199,0.81309,0.13278,0.40634,1.22965,0.99953,0.98413,0.985,0.7357,0.99415,0.97884,0.97344,0.83114,0.94985,0.63468,0.09633,0.32368,1.44606,0.0005249,0.0005249,0.0005249
151,2822.26,0.79258,0.76567,0.13152,0.40265,1.22079,0.99939,0.98413,0.985,0.728,0.99402,0.97884,0.97188,0.84063,0.96942,0.62988,0.10256,0.3388,1.46412,0.000515,0.000515,0.000515
152,2836.28,0.80502,0.84037,0.12721,0.41011,1.23261,0.99954,0.98413,0.985,0.72819,0.99417,0.97884,0.97108,0.83811,0.9745,0.62981,0.1002,0.3286,1.46167,0.0005051,0.0005051,0.0005051
153,2849.83,0.79069,0.84603,0.12901,0.40763,1.22138,0.99962,0.98413,0.985,0.73039,0.98905,0.97354,0.97165,0.83983,0.94861,0.63341,0.10097,0.34063,1.46463,0.0004952,0.0004952,0.0004952
154,2863.63,0.77234,0.81184,0.12992,0.39825,1.2147,0.99962,0.98413,0.985,0.72094,0.99424,0.97884,0.97253,0.83533,0.96462,0.62199,0.09961,0.32904,1.46321,0.0004853,0.0004853,0.0004853
155,2877.42,0.77335,0.80367,0.12821,0.39987,1.21953,0.99931,0.98413,0.985,0.7302,0.99394,0.97884,0.97258,0.84232,0.95607,0.6287,0.09686,0.33093,1.46171,0.0004754,0.0004754,0.0004754
156,2890.76,0.76427,0.76942,0.12669,0.38999,1.21287,0.99948,0.98413,0.985,0.73692,0.9941,0.97884,0.97194,0.83925,0.94915,0.62351,0.09673,0.32533,1.44709,0.0004655,0.0004655,0.0004655
157,2904.51,0.7619,0.78264,0.12722,0.39538,1.20423,0.99951,0.98413,0.985,0.73055,0.99414,0.97884,0.97102,0.84152,0.94468,0.60349,0.09775,0.32598,1.44479,0.0004556,0.0004556,0.0004556
158,2918.77,0.7727,0.76033,0.13168,0.38439,1.21484,0.99959,0.98413,0.985,0.73989,0.99422,0.97884,0.97108,0.84078,0.93977,0.61021,0.0999,0.3222,1.44193,0.0004457,0.0004457,0.0004457
159,2932.79,0.74867,0.75998,0.12749,0.37986,1.2065,0.99951,0.98413,0.985,0.7341,0.99413,0.97884,0.97231,0.83928,0.94344,0.62134,0.09478,0.3191,1.44503,0.0004358,0.0004358,0.0004358
160,2946.69,0.76626,0.88294,0.12623,0.38946,1.20527,0.99895,0.98413,0.985,0.73473,0.99358,0.97884,0.9728,0.84573,0.94588,0.62123,0.09415,0.32605,1.45055,0.0004259,0.0004259,0.0004259
161,2960.56,0.74255,0.76878,0.12928,0.38187,1.20498,0.99877,0.98413,0.985,0.73313,0.9934,0.97884,0.97247,0.84678,0.94922,0.60785,0.09224,0.32898,1.45963,0.000416,0.000416,0.000416
162,2975.17,0.74995,0.76536,0.13181,0.37977,1.19585,0.99903,0.98413,0.985,0.73574,0.99366,0.97884,0.97237,0.84574,0.94948,0.60875,0.09749,0.32229,1.45673,0.0004061,0.0004061,0.0004061
163,2988.91,0.75764,0.76387,0.12738,0.39259,1.2072,0.99921,0.98413,0.985,0.72985,0.99384,0.97884,0.97296,0.83954,0.95056,0.60363,0.09449,0.32983,1.46839,0.0003962,0.0003962,0.0003962
164,3002.57,0.76045,0.75502,0.12888,0.38567,1.20601,0.99759,0.98413,0.985,0.72898,0.99222,0.97884,0.97226,0.83858,0.95675,0.60265,0.09269,0.32529,1.48443,0.0003863,0.0003863,0.0003863
165,3016.4,0.75729,0.7159,0.12661,0.39214,1.20628,0.99941,0.98413,0.985,0.72231,0.99403,0.97884,0.97258,0.85079,0.99039,0.60831,0.09348,0.33203,1.50416,0.0003764,0.0003764,0.0003764
166,3030.18,0.75977,0.71798,0.12492,0.38771,1.20223,0.99961,0.98413,0.985,0.72375,0.99423,0.97884,0.97215,0.84835,0.97085,0.5911,0.09704,0.3236,1.48395,0.0003665,0.0003665,0.0003665
167,3043.88,0.74509,0.79762,0.12801,0.38361,1.19266,0.99958,0.98413,0.985,0.71913,0.99421,0.97884,0.97194,0.83792,0.97976,0.60097,0.09455,0.33713,1.50988,0.0003566,0.0003566,0.0003566
